x + 12
[1, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 1, 0, 4, 0, 9, 0]
[1, 0, 19, 0, 18, 0, 19, 0]
[1, 0, 3, 0, 8, 0, 15, 0]
[1, 0, 5, 0, 12, 0, 21, 0]
[1, 0, 7, 0, 16, 0, 5, 0]
[1, 0, 17, 0, 14, 0, 13, 0]
[1, 0, 15, 0, 10, 0, 7, 0]
[1, 0, 11, 0, 2, 0, 17, 0]
[1, 0, 21, 0, 22, 0, 3, 0]
[1, 0, 13, 0, 6, 0, 1, 0]
[1, 0, 9, 0, 20, 0, 11, 0]
[1, 0, 14, 0, 8, 0, 4, 0]
[1, 0, 16, 0, 12, 0, 10, 0]
[1, 0, 10, 0, 22, 0, 14, 0]
[1, 0, 22, 0, 2, 0, 6, 0]
[1, 0, 12, 0, 4, 0, 20, 0]
[1, 0, 4, 0, 10, 0, 18, 0]
[1, 0, 20, 0, 20, 0, 22, 0]
[1, 0, 2, 0, 6, 0, 12, 0]
[1, 0, 8, 0, 18, 0, 8, 0]
[1, 0, 6, 0, 14, 0, 2, 0]
[1, 0, 18, 0, 16, 0, 16, 0]
[1, 0, 15, 22, 0, 12, 5, 0]
[1, 0, 15, 11, 0, 1, 5, 0]
[1, 0, 11, 16, 0, 2, 15, 0]
[1, 0, 3, 15, 0, 15, 13, 0]
[1, 0, 7, 21, 0, 3, 3, 0]
[1, 0, 21, 20, 0, 16, 1, 0]
[1, 0, 7, 10, 0, 14, 3, 0]
[1, 0, 1, 12, 0, 10, 7, 0]
[1, 0, 19, 17, 0, 11, 17, 0]
[1, 0, 17, 3, 0, 17, 11, 0]
[1, 0, 9, 2, 0, 8, 9, 0]
[1, 0, 5, 18, 0, 20, 19, 0]
[1, 0, 13, 8, 0, 18, 21, 0]
[1, 0, 5, 7, 0, 9, 19, 0]
[1, 0, 21, 9, 0, 5, 1, 0]
[1, 0, 11, 5, 0, 13, 15, 0]
[1, 0, 13, 19, 0, 7, 21, 0]
[1, 0, 9, 13, 0, 19, 9, 0]
[1, 0, 17, 14, 0, 6, 11, 0]
[1, 0, 19, 6, 0, 22, 17, 0]
[1, 0, 1, 1, 0, 21, 7, 0]
[1, 0, 3, 4, 0, 4, 13, 0]
[1, 0, 7, 4, 14, 10, 3, 0]
[1, 0, 1, 17, 2, 17, 7, 0]
[1, 0, 5, 12, 10, 16, 19, 0]
[1, 0, 19, 11, 16, 7, 17, 0]
[1, 0, 19, 22, 16, 18, 17, 0]
[1, 0, 21, 3, 20, 1, 1, 0]
[1, 0, 17, 19, 12, 13, 11, 0]
[1, 0, 7, 15, 14, 21, 3, 0]
[1, 0, 13, 13, 4, 3, 21, 0]
[1, 0, 9, 7, 18, 15, 9, 0]
[1, 0, 5, 1, 10, 5, 19, 0]
[1, 0, 13, 2, 4, 14, 21, 0]
[1, 0, 9, 18, 18, 4, 9, 0]
[1, 0, 17, 8, 12, 2, 11, 0]
[1, 0, 11, 10, 22, 20, 15, 0]
[1, 0, 15, 16, 8, 8, 5, 0]
[1, 0, 11, 21, 22, 9, 15, 0]
[1, 0, 21, 14, 20, 12, 1, 0]
[1, 0, 1, 6, 2, 6, 7, 0]
[1, 0, 15, 5, 8, 19, 5, 0]
[1, 0, 3, 9, 6, 11, 13, 0]
[1, 0, 3, 20, 6, 22, 13, 0]
[1, 0, 5, 17, 11, 20, 12, 0]
[1, 0, 19, 16, 17, 11, 10, 0]
[1, 0, 15, 10, 9, 1, 20, 0]
[1, 0, 7, 9, 15, 14, 18, 0]
[1, 0, 13, 18, 5, 7, 14, 0]
[1, 0, 21, 8, 21, 5, 16, 0]
[1, 0, 21, 19, 21, 16, 16, 0]
[1, 0, 1, 22, 3, 21, 22, 0]
[1, 0, 3, 3, 7, 4, 6, 0]
[1, 0, 13, 7, 5, 18, 14, 0]
[1, 0, 15, 21, 9, 12, 20, 0]
[1, 0, 1, 11, 3, 10, 22, 0]
[1, 0, 9, 1, 19, 8, 2, 0]
[1, 0, 5, 6, 11, 9, 12, 0]
[1, 0, 11, 4, 1, 13, 8, 0]
[1, 0, 7, 20, 15, 3, 18, 0]
[1, 0, 17, 13, 13, 6, 4, 0]
[1, 0, 11, 15, 1, 2, 8, 0]
[1, 0, 19, 5, 17, 22, 10, 0]
[1, 0, 17, 2, 13, 17, 4, 0]
[1, 0, 3, 14, 7, 15, 6, 0]
[1, 0, 9, 12, 19, 19, 2, 0]
