x + 6
[1, 9, 0, 0, 0, 0, 1, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 3, 0, 0, 0, 0, 1, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 14, 0, 0, 0, 0, 13, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 17, 0, 0, 0, 0, 13, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 8, 0, 0, 0, 0, 13, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 2, 0, 0, 0, 0, 13, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 15, 0, 0, 0, 0, 1, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 6, 0, 0, 0, 0, 1, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 5, 0, 0, 0, 0, 13, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 13, 0, 0, 0, 0, 7, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 11, 0, 0, 0, 0, 13, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 10, 0, 0, 0, 0, 7, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 16, 0, 0, 0, 0, 7, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 18, 0, 0, 0, 0, 1, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 7, 0, 0, 0, 0, 7, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 4, 0, 0, 0, 0, 7, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 1, 0, 0, 0, 0, 7, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 12, 0, 0, 0, 0, 1, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 13, 0, 14, 0, 0, 0, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 4, 0, 14, 0, 0, 0, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 11, 0, 10, 0, 0, 0, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 6, 0, 18, 0, 0, 0, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 7, 0, 2, 0, 0, 0, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 18, 0, 6, 0, 0, 0, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 1, 0, 8, 0, 0, 0, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 2, 0, 10, 0, 0, 0, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 15, 0, 18, 0, 0, 0, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 3, 0, 12, 0, 0, 0, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 5, 0, 16, 0, 0, 0, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 8, 0, 4, 0, 0, 0, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 16, 0, 2, 0, 0, 0, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 9, 0, 6, 0, 0, 0, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 10, 0, 8, 0, 0, 0, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 17, 0, 4, 0, 0, 0, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 14, 0, 16, 0, 0, 0, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 12, 0, 12, 0, 0, 0, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 1, 0, 17, 0, 0, 0, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 16, 0, 11, 0, 0, 0, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 6, 0, 9, 0, 0, 0, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 18, 0, 15, 0, 0, 0, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 13, 0, 5, 0, 0, 0, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 11, 0, 1, 0, 0, 0, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 12, 0, 3, 0, 0, 0, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 15, 0, 9, 0, 0, 0, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 8, 0, 13, 0, 0, 0, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 10, 0, 17, 0, 0, 0, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 14, 0, 7, 0, 0, 0, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 3, 0, 3, 0, 0, 0, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 5, 0, 7, 0, 0, 0, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 17, 0, 13, 0, 0, 0, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 9, 0, 15, 0, 0, 0, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 4, 0, 5, 0, 0, 0, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 7, 0, 11, 0, 0, 0, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 2, 0, 1, 0, 0, 0, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 12, 18, 0, 15, 0, 12, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 1, 1, 0, 1, 0, 18, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 2, 14, 0, 17, 0, 6, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 18, 6, 0, 3, 0, 12, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 15, 3, 0, 9, 0, 12, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 8, 2, 0, 5, 0, 6, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 3, 9, 0, 15, 0, 12, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 5, 17, 0, 11, 0, 6, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 13, 13, 0, 13, 0, 18, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 4, 4, 0, 13, 0, 18, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 17, 11, 0, 5, 0, 6, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 9, 15, 0, 3, 0, 12, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 16, 16, 0, 7, 0, 18, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 7, 7, 0, 7, 0, 18, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 6, 12, 0, 9, 0, 12, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 10, 10, 0, 1, 0, 18, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 14, 8, 0, 11, 0, 6, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 11, 5, 0, 17, 0, 6, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 2, 15, 0, 4, 0, 11, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 8, 3, 0, 10, 0, 11, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 5, 18, 0, 16, 0, 11, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 13, 14, 0, 18, 0, 5, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 10, 11, 0, 6, 0, 5, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 1, 2, 0, 6, 0, 5, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 7, 8, 0, 12, 0, 5, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 17, 12, 0, 10, 0, 11, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 12, 1, 0, 2, 0, 17, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 14, 9, 0, 16, 0, 11, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 18, 7, 0, 8, 0, 17, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 4, 5, 0, 18, 0, 5, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 6, 13, 0, 14, 0, 17, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 11, 6, 0, 4, 0, 11, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 3, 10, 0, 2, 0, 17, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 15, 4, 0, 14, 0, 17, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 9, 16, 0, 8, 0, 17, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 16, 17, 0, 12, 0, 5, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 17, 13, 0, 9, 0, 9, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 15, 5, 0, 13, 0, 15, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 10, 12, 0, 5, 0, 3, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 12, 2, 0, 1, 0, 15, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 14, 10, 0, 15, 0, 9, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 18, 8, 0, 7, 0, 15, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 4, 6, 0, 17, 0, 3, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 5, 1, 0, 15, 0, 9, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 16, 18, 0, 11, 0, 3, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 11, 7, 0, 3, 0, 9, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 1, 3, 0, 5, 0, 3, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 6, 14, 0, 13, 0, 15, 16] / [1, 0, 0, 0, 0, 0, 13]
[1, 7, 9, 0, 11, 0, 3, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 3, 11, 0, 1, 0, 15, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 9, 17, 0, 7, 0, 15, 7] / [1, 0, 0, 0, 0, 0, 13]
[1, 8, 4, 0, 9, 0, 9, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 2, 16, 0, 3, 0, 9, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 13, 15, 0, 17, 0, 3, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 2, 17, 0, 6, 0, 10, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 1, 4, 0, 8, 0, 4, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 17, 14, 0, 12, 0, 10, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 5, 2, 0, 18, 0, 10, 13] / [1, 0, 0, 0, 0, 0, 7]
[1, 16, 1, 0, 14, 0, 4, 10] / [1, 0, 0, 0, 0, 0, 1]
[1, 13, 16, 0, 2, 0, 4, 1] / [1, 0, 0, 0, 0, 0, 1]
[1, 14, 11, 0, 18, 0, 10, 4] / [1, 0, 0, 0, 0, 0, 7]
[1, 9, 18, 0, 10, 0, 16, 7] / [1, 0, 0, 0, 0, 0, 13]
